CDID,Type,Category ID,Description,Group,Level 1,Level 2,Level 3,Baseline Year
L5BZ,CPIH MONTHLY RATE,09.2,OTHER MAJOR DURABLES FOR RECREATION AND CULTURE 2015=100,9. RECREATION & CULTURE,9.2. OTHER MAJOR DURABLES FOR RECREATION AND CULTURE,,,2015=100
L5FO,CPIH WEIGHTS,09.2,OTHER MAJOR DURABLES FOR RECREATION AND CULTURE,9. RECREATION & CULTURE,9.2. OTHER MAJOR DURABLES FOR RECREATION AND CULTURE,,,
J2UO,CPIH INDEX,09.3.1.1,CPIH INDEX  Games and hobbies 2015=100,9. RECREATION & CULTURE,9.3. OTHER RECREATIONAL ITEMS AND EQUIPMENT GARDENS AND PETS,9.3.1 GAMES TOYS AND HOBBIES,09.3.1.1. Games and hobbies,2015=100
J3F8,CPIH ANNUAL RATE,09.3.1.1,CPIH ANNUAL RATE  Games and hobbies 2015=100,9. RECREATION & CULTURE,9.3. OTHER RECREATIONAL ITEMS AND EQUIPMENT GARDENS AND PETS,9.3.1 GAMES TOYS AND HOBBIES,09.3.1.1. Games and hobbies,2015=100
J44V,CPIH MONTHLY RATE,09.3.1.1,CPIH MONTHLY RATE  Games and hobbies 2015=100,9. RECREATION & CULTURE,9.3. OTHER RECREATIONAL ITEMS AND EQUIPMENT GARDENS AND PETS,9.3.1 GAMES TOYS AND HOBBIES,09.3.1.1. Games and hobbies,2015=100
J4W5,CPIH WEIGHTS,09.3.1.1,CPIH WEIGHTS  Games and hobbies,9. RECREATION & CULTURE,9.3. OTHER RECREATIONAL ITEMS AND EQUIPMENT GARDENS AND PETS,9.3.1 GAMES TOYS AND HOBBIES,09.3.1.1. Games and hobbies,
L7H9,CPI INDEX,09.3.1.1,CPI INDEX  Games and hobbies 2015=100,9. RECREATION & CULTURE,9.3. OTHER RECREATIONAL ITEMS AND EQUIPMENT GARDENS AND PETS,9.3.1 GAMES TOYS AND HOBBIES,09.3.1.1. Games and hobbies,2015=100
L7SF,CPI ANNUAL RATE,09.3.1.1,CPI ANNUAL RATE  Games and hobbies 2015=100,9. RECREATION & CULTURE,9.3. OTHER RECREATIONAL ITEMS AND EQUIPMENT GARDENS AND PETS,9.3.1 GAMES TOYS AND HOBBIES,09.3.1.1. Games and hobbies,2015=100
L7ZJ,CPI MONTHLY RATE,09.3.1.1,CPI MONTHLY RATE  Games and hobbies 2015=100,9. RECREATION & CULTURE,9.3. OTHER RECREATIONAL ITEMS AND EQUIPMENT GARDENS AND PETS,9.3.1 GAMES TOYS AND HOBBIES,09.3.1.1. Games and hobbies,2015=100
L8CT,CPI WEIGHTS,09.3.1.1,CPI WEIGHTS  Games and hobbies,9. RECREATION & CULTURE,9.3. OTHER RECREATIONAL ITEMS AND EQUIPMENT GARDENS AND PETS,9.3.1 GAMES TOYS AND HOBBIES,09.3.1.1. Games and hobbies,
J2UP,CPIH INDEX,09.3.1.2,CPIH INDEX  Toys and celebration articles 2015=100,9. RECREATION & CULTURE,9.3. OTHER RECREATIONAL ITEMS AND EQUIPMENT GARDENS AND PETS,9.3.1 GAMES TOYS AND HOBBIES,09.3.1.2. Toys and celebration articles,2015=100
J3F9,CPIH ANNUAL RATE,09.3.1.2,CPIH ANNUAL RATE  Toys and celebration articles 2015=100,9. RECREATION & CULTURE,9.3. OTHER RECREATIONAL ITEMS AND EQUIPMENT GARDENS AND PETS,9.3.1 GAMES TOYS AND HOBBIES,09.3.1.2. Toys and celebration articles,2015=100
J44W,CPIH MONTHLY RATE,09.3.1.2,CPIH MONTHLY RATE  Toys and celebration articles 2015=100,9. RECREATION & CULTURE,9.3. OTHER RECREATIONAL ITEMS AND EQUIPMENT GARDENS AND PETS,9.3.1 GAMES TOYS AND HOBBIES,09.3.1.2. Toys and celebration articles,2015=100
J4WK,CPIH WEIGHTS,09.3.1.2,CPIH WEIGHTS  Toys and celebration articles,9. RECREATION & CULTURE,9.3. OTHER RECREATIONAL ITEMS AND EQUIPMENT GARDENS AND PETS,9.3.1 GAMES TOYS AND HOBBIES,09.3.1.2. Toys and celebration articles,
L7HA,CPI INDEX,09.3.1.2,CPI INDEX  Toys and celebration articles 2015=100,9. RECREATION & CULTURE,9.3. OTHER RECREATIONAL ITEMS AND EQUIPMENT GARDENS AND PETS,9.3.1 GAMES TOYS AND HOBBIES,09.3.1.2. Toys and celebration articles,2015=100
L7SG,CPI ANNUAL RATE,09.3.1.2,CPI ANNUAL RATE  Toys and celebration articles 2015=100,9. RECREATION & CULTURE,9.3. OTHER RECREATIONAL ITEMS AND EQUIPMENT GARDENS AND PETS,9.3.1 GAMES TOYS AND HOBBIES,09.3.1.2. Toys and celebration articles,2015=100
L7ZK,CPI MONTHLY RATE,09.3.1.2,CPI MONTHLY RATE  Toys and celebration articles 2015=100,9. RECREATION & CULTURE,9.3. OTHER RECREATIONAL ITEMS AND EQUIPMENT GARDENS AND PETS,9.3.1 GAMES TOYS AND HOBBIES,09.3.1.2. Toys and celebration articles,2015=100
L8CU,CPI WEIGHTS,09.3.1.2,CPI WEIGHTS  Toys and celebration articles,9. RECREATION & CULTURE,9.3. OTHER RECREATIONAL ITEMS AND EQUIPMENT GARDENS AND PETS,9.3.1 GAMES TOYS AND HOBBIES,09.3.1.2. Toys and celebration articles,
L54S,CPIH INDEX,09.3.1,GAMES TOYS AND HOBBIES 2015=100,9. RECREATION & CULTURE,9.3. OTHER RECREATIONAL ITEMS AND EQUIPMENT GARDENS AND PETS,9.3.1 GAMES TOYS AND HOBBIES,,2015=100
L58G,CPIH ANNUAL RATE,09.3.1,GAMES TOYS AND HOBBIES 2015=100,9. RECREATION & CULTURE,9.3. OTHER RECREATIONAL ITEMS AND EQUIPMENT GARDENS AND PETS,9.3.1 GAMES TOYS AND HOBBIES,,2015=100
L5C4,CPIH MONTHLY RATE,09.3.1,GAMES TOYS AND HOBBIES 2015=100,9. RECREATION & CULTURE,9.3. OTHER RECREATIONAL ITEMS AND EQUIPMENT GARDENS AND PETS,9.3.1 GAMES TOYS AND HOBBIES,,2015=100
L5FR,CPIH WEIGHTS,09.3.1,GAMES TOYS AND HOBBIES,9. RECREATION & CULTURE,9.3. OTHER RECREATIONAL ITEMS AND EQUIPMENT GARDENS AND PETS,9.3.1 GAMES TOYS AND HOBBIES,,
D7FF,CPI INDEX,09.3.1,GAMES TOYS AND HOBBIES 2015=100,9. RECREATION & CULTURE,9.3. OTHER RECREATIONAL ITEMS AND EQUIPMENT GARDENS AND PETS,9.3.1 GAMES TOYS AND HOBBIES,,2015=100
D7N7,CPI MONTHLY RATE,09.3.1,GAMES TOYS AND HOBBIES 2015=100,9. RECREATION & CULTURE,9.3. OTHER RECREATIONAL ITEMS AND EQUIPMENT GARDENS AND PETS,9.3.1 GAMES TOYS AND HOBBIES,,2015=100
D7NX,CPI ANNUAL RATE,09.3.1,GAMES TOYS AND HOBBIES 2015=100,9. RECREATION & CULTURE,9.3. OTHER RECREATIONAL ITEMS AND EQUIPMENT GARDENS AND PETS,9.3.1 GAMES TOYS AND HOBBIES,,2015=100
ICVP,CPI WEIGHTS,09.3.1,GAMES TOYS AND HOBBIES,9. RECREATION & CULTURE,9.3. OTHER RECREATIONAL ITEMS AND EQUIPMENT GARDENS AND PETS,9.3.1 GAMES TOYS AND HOBBIES,,
J2UQ,CPIH INDEX,09.3.2.1,CPIH INDEX  Equipment for sport 2015=100,9. RECREATION & CULTURE,9.3. OTHER RECREATIONAL ITEMS AND EQUIPMENT GARDENS AND PETS,9.3.2 EQUIPMENT FOR SPORT CAMPING AND OPEN-AIR RECREATION,09.3.2.1. Equipment for sport,2015=100
J3FA,CPIH ANNUAL RATE,09.3.2.1,CPIH ANNUAL RATE  Equipment for sport 2015=100,9. RECREATION & CULTURE,9.3. OTHER RECREATIONAL ITEMS AND EQUIPMENT GARDENS AND PETS,9.3.2 EQUIPMENT FOR SPORT CAMPING AND OPEN-AIR RECREATION,09.3.2.1. Equipment for sport,2015=100
J44X,CPIH MONTHLY RATE,09.3.2.1,CPIH MONTHLY RATE  Equipment for sport 2015=100,9. RECREATION & CULTURE,9.3. OTHER RECREATIONAL ITEMS AND EQUIPMENT GARDENS AND PETS,9.3.2 EQUIPMENT FOR SPORT CAMPING AND OPEN-AIR RECREATION,09.3.2.1. Equipment for sport,2015=100
J4WL,CPIH WEIGHTS,09.3.2.1,CPIH WEIGHTS  Equipment for sport,9. RECREATION & CULTURE,9.3. OTHER RECREATIONAL ITEMS AND EQUIPMENT GARDENS AND PETS,9.3.2 EQUIPMENT FOR SPORT CAMPING AND OPEN-AIR RECREATION,09.3.2.1. Equipment for sport,
L7HB,CPI INDEX,09.3.2.1,CPI INDEX  Equipment for sport 2015=100,9. RECREATION & CULTURE,9.3. OTHER RECREATIONAL ITEMS AND EQUIPMENT GARDENS AND PETS,9.3.2 EQUIPMENT FOR SPORT CAMPING AND OPEN-AIR RECREATION,09.3.2.1. Equipment for sport,2015=100
L7SH,CPI ANNUAL RATE,09.3.2.1,CPI ANNUAL RATE  Equipment for sport 2015=100,9. RECREATION & CULTURE,9.3. OTHER RECREATIONAL ITEMS AND EQUIPMENT GARDENS AND PETS,9.3.2 EQUIPMENT FOR SPORT CAMPING AND OPEN-AIR RECREATION,09.3.2.1. Equipment for sport,2015=100
L7ZL,CPI MONTHLY RATE,09.3.2.1,CPI MONTHLY RATE  Equipment for sport 2015=100,9. RECREATION & CULTURE,9.3. OTHER RECREATIONAL ITEMS AND EQUIPMENT GARDENS AND PETS,9.3.2 EQUIPMENT FOR SPORT CAMPING AND OPEN-AIR RECREATION,09.3.2.1. Equipment for sport,2015=100
L8CV,CPI WEIGHTS,09.3.2.1,CPI WEIGHTS  Equipment for sport,9. RECREATION & CULTURE,9.3. OTHER RECREATIONAL ITEMS AND EQUIPMENT GARDENS AND PETS,9.3.2 EQUIPMENT FOR SPORT CAMPING AND OPEN-AIR RECREATION,09.3.2.1. Equipment for sport,
J2UR,CPIH INDEX,09.3.2.2,CPIH INDEX  Equipment for camping and open-air recreation 2015=100,9. RECREATION & CULTURE,9.3. OTHER RECREATIONAL ITEMS AND EQUIPMENT GARDENS AND PETS,9.3.2 EQUIPMENT FOR SPORT CAMPING AND OPEN-AIR RECREATION,09.3.2.2. Equipment for camping and open-air recreation,2015=100
J3FB,CPIH ANNUAL RATE,09.3.2.2,CPIH ANNUAL RATE  Equipment for camping and open-air recreation 2015=100,9. RECREATION & CULTURE,9.3. OTHER RECREATIONAL ITEMS AND EQUIPMENT GARDENS AND PETS,9.3.2 EQUIPMENT FOR SPORT CAMPING AND OPEN-AIR RECREATION,09.3.2.2. Equipment for camping and open-air recreation,2015=100
J44Y,CPIH MONTHLY RATE,09.3.2.2,CPIH MONTHLY RATE  Equipment for camping and open-air recreation2015=100,9. RECREATION & CULTURE,9.3. OTHER RECREATIONAL ITEMS AND EQUIPMENT GARDENS AND PETS,9.3.2 EQUIPMENT FOR SPORT CAMPING AND OPEN-AIR RECREATION,09.3.2.2. Equipment for camping and open-air recreation,2015=100
J4WM,CPIH WEIGHTS,09.3.2.2,CPIH WEIGHTS  Equipment for camping and open-air recreation,9. RECREATION & CULTURE,9.3. OTHER RECREATIONAL ITEMS AND EQUIPMENT GARDENS AND PETS,9.3.2 EQUIPMENT FOR SPORT CAMPING AND OPEN-AIR RECREATION,09.3.2.2. Equipment for camping and open-air recreation,
L7HC,CPI INDEX,09.3.2.2,CPI INDEX  Equipment for camping and open-air recreation 2015=100,9. RECREATION & CULTURE,9.3. OTHER RECREATIONAL ITEMS AND EQUIPMENT GARDENS AND PETS,9.3.2 EQUIPMENT FOR SPORT CAMPING AND OPEN-AIR RECREATION,09.3.2.2. Equipment for camping and open-air recreation,2015=100
L7SI,CPI ANNUAL RATE,09.3.2.2,CPI ANNUAL RATE  Equipment for camping and open-air recreation 2015=100,9. RECREATION & CULTURE,9.3. OTHER RECREATIONAL ITEMS AND EQUIPMENT GARDENS AND PETS,9.3.2 EQUIPMENT FOR SPORT CAMPING AND OPEN-AIR RECREATION,09.3.2.2. Equipment for camping and open-air recreation,2015=100
L7ZM,CPI MONTHLY RATE,09.3.2.2,CPI MONTHLY RATE  Equipment for camping and open-air recreation 2015=100,9. RECREATION & CULTURE,9.3. OTHER RECREATIONAL ITEMS AND EQUIPMENT GARDENS AND PETS,9.3.2 EQUIPMENT FOR SPORT CAMPING AND OPEN-AIR RECREATION,09.3.2.2. Equipment for camping and open-air recreation,2015=100
L8CW,CPI WEIGHTS,09.3.2.2,CPI WEIGHTS  Equipment for camping and open-air recreation,9. RECREATION & CULTURE,9.3. OTHER RECREATIONAL ITEMS AND EQUIPMENT GARDENS AND PETS,9.3.2 EQUIPMENT FOR SPORT CAMPING AND OPEN-AIR RECREATION,09.3.2.2. Equipment for camping and open-air recreation,
L54T,CPIH INDEX,09.3.2,EQUIPMENT FOR SPORT CAMPING AND OPEN-AIR RECREATION 2015=100,9. RECREATION & CULTURE,9.3. OTHER RECREATIONAL ITEMS AND EQUIPMENT GARDENS AND PETS,9.3.2 EQUIPMENT FOR SPORT CAMPING AND OPEN-AIR RECREATION,,2015=100
L58H,CPIH ANNUAL RATE,09.3.2,Equipment for sport and open-air recreation 2015=100,9. RECREATION & CULTURE,9.3. OTHER RECREATIONAL ITEMS AND EQUIPMENT GARDENS AND PETS,9.3.2 EQUIPMENT FOR SPORT CAMPING AND OPEN-AIR RECREATION,,2015=100
L5C5,CPIH MONTHLY RATE,09.3.2,EQUIP FOR SPORT CAMPING & OPEN-AIR RECREATION 2015=100,9. RECREATION & CULTURE,9.3. OTHER RECREATIONAL ITEMS AND EQUIPMENT GARDENS AND PETS,9.3.2 EQUIPMENT FOR SPORT CAMPING AND OPEN-AIR RECREATION,,2015=100
L5FS,CPIH WEIGHTS,09.3.2,EQUIPMENT FOR SPORT CAMPING AND OPEN-AIR RECREATION,9. RECREATION & CULTURE,9.3. OTHER RECREATIONAL ITEMS AND EQUIPMENT GARDENS AND PETS,9.3.2 EQUIPMENT FOR SPORT CAMPING AND OPEN-AIR RECREATION,,
D7FG,CPI INDEX,09.3.2,EQUIPMENT FOR SPORT CAMPING AND OPEN-AIR RECREATION 2015=100,9. RECREATION & CULTURE,9.3. OTHER RECREATIONAL ITEMS AND EQUIPMENT GARDENS AND PETS,9.3.2 EQUIPMENT FOR SPORT CAMPING AND OPEN-AIR RECREATION,,2015=100
D7N8,CPI MONTHLY RATE,09.3.2,EQUIP FOR SPORT CAMPING & OPEN-AIR RECREATION 2015=100,9. RECREATION & CULTURE,9.3. OTHER RECREATIONAL ITEMS AND EQUIPMENT GARDENS AND PETS,9.3.2 EQUIPMENT FOR SPORT CAMPING AND OPEN-AIR RECREATION,,2015=100
D7NY,CPI ANNUAL RATE,09.3.2,Equipment for sport and open-air recreation 2015=100,9. RECREATION & CULTURE,9.3. OTHER RECREATIONAL ITEMS AND EQUIPMENT GARDENS AND PETS,9.3.2 EQUIPMENT FOR SPORT CAMPING AND OPEN-AIR RECREATION,,2015=100
ICVQ,CPI WEIGHTS,09.3.2,Equipment for sport and open-air recreation,9. RECREATION & CULTURE,9.3. OTHER RECREATIONAL ITEMS AND EQUIPMENT GARDENS AND PETS,9.3.2 EQUIPMENT FOR SPORT CAMPING AND OPEN-AIR RECREATION,,
J2US,CPIH INDEX,09.3.3.1,CPIH INDEX  Garden products 2015=100,9. RECREATION & CULTURE,9.3. OTHER RECREATIONAL ITEMS AND EQUIPMENT GARDENS AND PETS,9.3.3 GARDEN PLANTS AND FLOWERS,09.3.3.1. Garden products,2015=100
J3FC,CPIH ANNUAL RATE,09.3.3.1,CPIH ANNUAL RATE  Garden products 2015=100,9. RECREATION & CULTURE,9.3. OTHER RECREATIONAL ITEMS AND EQUIPMENT GARDENS AND PETS,9.3.3 GARDEN PLANTS AND FLOWERS,09.3.3.1. Garden products,2015=100
J45H,CPIH MONTHLY RATE,09.3.3.1,CPIH MONTHLY RATE  Garden products 2015=100,9. RECREATION & CULTURE,9.3. OTHER RECREATIONAL ITEMS AND EQUIPMENT GARDENS AND PETS,9.3.3 GARDEN PLANTS AND FLOWERS,09.3.3.1. Garden products,2015=100
J4WN,CPIH WEIGHTS,09.3.3.1,CPIH WEIGHTS  Garden products,9. RECREATION & CULTURE,9.3. OTHER RECREATIONAL ITEMS AND EQUIPMENT GARDENS AND PETS,9.3.3 GARDEN PLANTS AND FLOWERS,09.3.3.1. Garden products,
L7HD,CPI INDEX,09.3.3.1,CPI INDEX  Garden products 2015=100,9. RECREATION & CULTURE,9.3. OTHER RECREATIONAL ITEMS AND EQUIPMENT GARDENS AND PETS,9.3.3 GARDEN PLANTS AND FLOWERS,09.3.3.1. Garden products,2015=100
L7SJ,CPI ANNUAL RATE,09.3.3.1,CPI ANNUAL RATE  Garden products 2015=100,9. RECREATION & CULTURE,9.3. OTHER RECREATIONAL ITEMS AND EQUIPMENT GARDENS AND PETS,9.3.3 GARDEN PLANTS AND FLOWERS,09.3.3.1. Garden products,2015=100
L7ZN,CPI MONTHLY RATE,09.3.3.1,CPI MONTHLY RATE  Garden products 2015=100,9. RECREATION & CULTURE,9.3. OTHER RECREATIONAL ITEMS AND EQUIPMENT GARDENS AND PETS,9.3.3 GARDEN PLANTS AND FLOWERS,09.3.3.1. Garden products,2015=100
L8CX,CPI WEIGHTS,09.3.3.1,CPI WEIGHTS  Garden products,9. RECREATION & CULTURE,9.3. OTHER RECREATIONAL ITEMS AND EQUIPMENT GARDENS AND PETS,9.3.3 GARDEN PLANTS AND FLOWERS,09.3.3.1. Garden products,
J2UT,CPIH INDEX,09.3.3.2,CPIH INDEX  Plants and flowers 2015=100,9. RECREATION & CULTURE,9.3. OTHER RECREATIONAL ITEMS AND EQUIPMENT GARDENS AND PETS,9.3.3 GARDEN PLANTS AND FLOWERS,09.3.3.2. Plants and flowers,2015=100
J3FD,CPIH ANNUAL RATE,09.3.3.2,CPIH ANNUAL RATE  Plants and flowers 2015=100,9. RECREATION & CULTURE,9.3. OTHER RECREATIONAL ITEMS AND EQUIPMENT GARDENS AND PETS,9.3.3 GARDEN PLANTS AND FLOWERS,09.3.3.2. Plants and flowers,2015=100
J45M,CPIH MONTHLY RATE,09.3.3.2,CPIH MONTHLY RATE  Plants and flowers 2015=100,9. RECREATION & CULTURE,9.3. OTHER RECREATIONAL ITEMS AND EQUIPMENT GARDENS AND PETS,9.3.3 GARDEN PLANTS AND FLOWERS,09.3.3.2. Plants and flowers,2015=100
J4WO,CPIH WEIGHTS,09.3.3.2,CPIH WEIGHTS  Plants and flowers,9. RECREATION & CULTURE,9.3. OTHER RECREATIONAL ITEMS AND EQUIPMENT GARDENS AND PETS,9.3.3 GARDEN PLANTS AND FLOWERS,09.3.3.2. Plants and flowers,
L7HE,CPI INDEX,09.3.3.2,CPI INDEX  Plants and flowers 2015=100,9. RECREATION & CULTURE,9.3. OTHER RECREATIONAL ITEMS AND EQUIPMENT GARDENS AND PETS,9.3.3 GARDEN PLANTS AND FLOWERS,09.3.3.2. Plants and flowers,2015=100
L7SK,CPI ANNUAL RATE,09.3.3.2,CPI ANNUAL RATE  Plants and flowers 2015=100,9. RECREATION & CULTURE,9.3. OTHER RECREATIONAL ITEMS AND EQUIPMENT GARDENS AND PETS,9.3.3 GARDEN PLANTS AND FLOWERS,09.3.3.2. Plants and flowers,2015=100
L7ZO,CPI MONTHLY RATE,09.3.3.2,CPI MONTHLY RATE  Plants and flowers 2015=100,9. RECREATION & CULTURE,9.3. OTHER RECREATIONAL ITEMS AND EQUIPMENT GARDENS AND PETS,9.3.3 GARDEN PLANTS AND FLOWERS,09.3.3.2. Plants and flowers,2015=100
L8CY,CPI WEIGHTS,09.3.3.2,CPI WEIGHTS  Plants and flowers,9. RECREATION & CULTURE,9.3. OTHER RECREATIONAL ITEMS AND EQUIPMENT GARDENS AND PETS,9.3.3 GARDEN PLANTS AND FLOWERS,09.3.3.2. Plants and flowers,
CJYI,CPI WEIGHTS,09.3.3,GARDEN PLANTS AND FLOWERS,9. RECREATION & CULTURE,9.3. OTHER RECREATIONAL ITEMS AND EQUIPMENT GARDENS AND PETS,9.3.3 GARDEN PLANTS AND FLOWERS,,
D7ET,CPI INDEX,09.3.3,GARDEN PLANTS AND FLOWERS 2015=100,9. RECREATION & CULTURE,9.3. OTHER RECREATIONAL ITEMS AND EQUIPMENT GARDENS AND PETS,9.3.3 GARDEN PLANTS AND FLOWERS,,2015=100
D7J7,CPI ANNUAL RATE,09.3.3,GARDEN PLANTS AND FLOWERS 2015=100,9. RECREATION & CULTURE,9.3. OTHER RECREATIONAL ITEMS AND EQUIPMENT GARDENS AND PETS,9.3.3 GARDEN PLANTS AND FLOWERS,,2015=100
D7ML,CPI MONTHLY RATE,09.3.3,GARDEN PLANTS AND FLOWERS 2015=100,9. RECREATION & CULTURE,9.3. OTHER RECREATIONAL ITEMS AND EQUIPMENT GARDENS AND PETS,9.3.3 GARDEN PLANTS AND FLOWERS,,2015=100
L54U,CPIH INDEX,09.3.3,GARDEN PLANTS AND FLOWERS 2015=100,9. RECREATION & CULTURE,9.3. OTHER RECREATIONAL ITEMS AND EQUIPMENT GARDENS AND PETS,9.3.3 GARDEN PLANTS AND FLOWERS,,2015=100
L58I,CPIH ANNUAL RATE,09.3.3,GARDEN PLANTS AND FLOWERS 2015=100,9. RECREATION & CULTURE,9.3. OTHER RECREATIONAL ITEMS AND EQUIPMENT GARDENS AND PETS,9.3.3 GARDEN PLANTS AND FLOWERS,,2015=100
L5C6,CPIH MONTHLY RATE,09.3.3,GARDEN PLANTS AND FLOWERS 2015=100,9. RECREATION & CULTURE,9.3. OTHER RECREATIONAL ITEMS AND EQUIPMENT GARDENS AND PETS,9.3.3 GARDEN PLANTS AND FLOWERS,,2015=100
L5FT,CPIH WEIGHTS,09.3.3,GARDEN PLANTS AND FLOWERS,9. RECREATION & CULTURE,9.3. OTHER RECREATIONAL ITEMS AND EQUIPMENT GARDENS AND PETS,9.3.3 GARDEN PLANTS AND FLOWERS,,
J2UU,CPIH INDEX,09.3.4.1,CPIH INDEX  Purchase of pets 2015=100,9. RECREATION & CULTURE,9.3. OTHER RECREATIONAL ITEMS AND EQUIPMENT GARDENS AND PETS,"9.3.4 Pets, related products and services",09.3.4.1. Purchase of pets,2015=100
J3FE,CPIH ANNUAL RATE,09.3.4.1,CPIH ANNUAL RATE  Purchase of pets 2015=100,9. RECREATION & CULTURE,9.3. OTHER RECREATIONAL ITEMS AND EQUIPMENT GARDENS AND PETS,"9.3.4 Pets, related products and services",09.3.4.1. Purchase of pets,2015=100
J45N,CPIH MONTHLY RATE,09.3.4.1,CPIH MONTHLY RATE  Purchase of pets 2015=100,9. RECREATION & CULTURE,9.3. OTHER RECREATIONAL ITEMS AND EQUIPMENT GARDENS AND PETS,"9.3.4 Pets, related products and services",09.3.4.1. Purchase of pets,2015=100
J4WP,CPIH WEIGHTS,09.3.4.1,CPIH WEIGHTS  Purchase of pets,9. RECREATION & CULTURE,9.3. OTHER RECREATIONAL ITEMS AND EQUIPMENT GARDENS AND PETS,"9.3.4 Pets, related products and services",09.3.4.1. Purchase of pets,
L7HF,CPI INDEX,09.3.4.1,CPI INDEX  Purchase of pets 2015=100,9. RECREATION & CULTURE,9.3. OTHER RECREATIONAL ITEMS AND EQUIPMENT GARDENS AND PETS,"9.3.4 Pets, related products and services",09.3.4.1. Purchase of pets,2015=100
L7SL,CPI ANNUAL RATE,09.3.4.1,CPI ANNUAL RATE  Purchase of pets 2015=100,9. RECREATION & CULTURE,9.3. OTHER RECREATIONAL ITEMS AND EQUIPMENT GARDENS AND PETS,"9.3.4 Pets, related products and services",09.3.4.1. Purchase of pets,2015=100
L7ZP,CPI MONTHLY RATE,09.3.4.1,CPI MONTHLY RATE  Purchase of pets 2015=100,9. RECREATION & CULTURE,9.3. OTHER RECREATIONAL ITEMS AND EQUIPMENT GARDENS AND PETS,"9.3.4 Pets, related products and services",09.3.4.1. Purchase of pets,2015=100
L8CZ,CPI WEIGHTS,09.3.4.1,CPI WEIGHTS  Purchase of pets,9. RECREATION & CULTURE,9.3. OTHER RECREATIONAL ITEMS AND EQUIPMENT GARDENS AND PETS,"9.3.4 Pets, related products and services",09.3.4.1. Purchase of pets,
J2UV,CPIH INDEX,09.3.4.2,CPIH INDEX  Products for pets 2015=100,9. RECREATION & CULTURE,9.3. OTHER RECREATIONAL ITEMS AND EQUIPMENT GARDENS AND PETS,"9.3.4 Pets, related products and services",09.3.4.2. Products for pets,2015=100
J3FF,CPIH ANNUAL RATE,09.3.4.2,CPIH ANNUAL RATE  Products for pets 2015=100,9. RECREATION & CULTURE,9.3. OTHER RECREATIONAL ITEMS AND EQUIPMENT GARDENS AND PETS,"9.3.4 Pets, related products and services",09.3.4.2. Products for pets,2015=100
J45O,CPIH MONTHLY RATE,09.3.4.2,CPIH MONTHLY RATE  Products for pets 2015=100,9. RECREATION & CULTURE,9.3. OTHER RECREATIONAL ITEMS AND EQUIPMENT GARDENS AND PETS,"9.3.4 Pets, related products and services",09.3.4.2. Products for pets,2015=100
J4X5,CPIH WEIGHTS,09.3.4.2,CPIH WEIGHTS  Products for pets,9. RECREATION & CULTURE,9.3. OTHER RECREATIONAL ITEMS AND EQUIPMENT GARDENS AND PETS,"9.3.4 Pets, related products and services",09.3.4.2. Products for pets,
L7HG,CPI INDEX,09.3.4.2,CPI INDEX  Products for pets 2015=100,9. RECREATION & CULTURE,9.3. OTHER RECREATIONAL ITEMS AND EQUIPMENT GARDENS AND PETS,"9.3.4 Pets, related products and services",09.3.4.2. Products for pets,2015=100
L7SM,CPI ANNUAL RATE,09.3.4.2,CPI ANNUAL RATE  Products for pets 2015=100,9. RECREATION & CULTURE,9.3. OTHER RECREATIONAL ITEMS AND EQUIPMENT GARDENS AND PETS,"9.3.4 Pets, related products and services",09.3.4.2. Products for pets,2015=100
L7ZQ,CPI MONTHLY RATE,09.3.4.2,CPI MONTHLY RATE  Products for pets 2015=100,9. RECREATION & CULTURE,9.3. OTHER RECREATIONAL ITEMS AND EQUIPMENT GARDENS AND PETS,"9.3.4 Pets, related products and services",09.3.4.2. Products for pets,2015=100
L8D2,CPI WEIGHTS,09.3.4.2,CPI WEIGHTS  Products for pets,9. RECREATION & CULTURE,9.3. OTHER RECREATIONAL ITEMS AND EQUIPMENT GARDENS AND PETS,"9.3.4 Pets, related products and services",09.3.4.2. Products for pets,
CJYJ,CPI WEIGHTS,09.3.4,"CPI WEIGHTS /5 Pets, related products and services",9. RECREATION & CULTURE,9.3. OTHER RECREATIONAL ITEMS AND EQUIPMENT GARDENS AND PETS,"9.3.4 Pets, related products and services",,
D7EU,CPI INDEX,09.3.4,"Pets, related products and services 2015=100",9. RECREATION & CULTURE,9.3. OTHER RECREATIONAL ITEMS AND EQUIPMENT GARDENS AND PETS,"9.3.4 Pets, related products and services",,2015=100
D7J8,CPI ANNUAL RATE,09.3.4,PETS AND RELATED PRODUCTS 2015=100,9. RECREATION & CULTURE,9.3. OTHER RECREATIONAL ITEMS AND EQUIPMENT GARDENS AND PETS,"9.3.4 Pets, related products and services",,2015=100
D7MN,CPI MONTHLY RATE,09.3.4,PETS AND RELATED PRODUCTS 2015=100,9. RECREATION & CULTURE,9.3. OTHER RECREATIONAL ITEMS AND EQUIPMENT GARDENS AND PETS,"9.3.4 Pets, related products and services",,2015=100
L54V,CPIH INDEX,09.3.4,"CPIH INDEX /5 Pets, related products and services 2015=100",9. RECREATION & CULTURE,9.3. OTHER RECREATIONAL ITEMS AND EQUIPMENT GARDENS AND PETS,"9.3.4 Pets, related products and services",,2015=100
