CDID,Type,Category ID,Description,Group,Level 1,Level 2,Level 3,Baseline Year
L58J,CPIH ANNUAL RATE,09.3.4,"CPIH ANNUAL RATE /5 Pets, related products and services 2015=100",9. RECREATION & CULTURE,9.3. OTHER RECREATIONAL ITEMS AND EQUIPMENT GARDENS AND PETS,"9.3.4 Pets, related products and services",,2015=100
L5C7,CPIH MONTHLY RATE,09.3.4,PETS AND RELATED PRODUCTS 2015=100,9. RECREATION & CULTURE,9.3. OTHER RECREATIONAL ITEMS AND EQUIPMENT GARDENS AND PETS,"9.3.4 Pets, related products and services",,2015=100
L5FU,CPIH WEIGHTS,09.3.4,PETS AND RELATED PRODUCTS,9. RECREATION & CULTURE,9.3. OTHER RECREATIONAL ITEMS AND EQUIPMENT GARDENS AND PETS,"9.3.4 Pets, related products and services",,
J2UW,CPIH INDEX,09.3.5.0,CPIH INDEX  Veterinary and other services for pets 2015=100,9. RECREATION & CULTURE,9.3. OTHER RECREATIONAL ITEMS AND EQUIPMENT GARDENS AND PETS,9.3.5 Veterinary and other services for pets,09.3.5.0. Veterinary and other services for pets,2015=100
J3FG,CPIH ANNUAL RATE,09.3.5.0,CPIH ANNUAL RATE  Veterinary and other services for pets 2015=100,9. RECREATION & CULTURE,9.3. OTHER RECREATIONAL ITEMS AND EQUIPMENT GARDENS AND PETS,9.3.5 Veterinary and other services for pets,09.3.5.0. Veterinary and other services for pets,2015=100
J45T,CPIH MONTHLY RATE,09.3.5.0,CPIH MONTHLY RATE  Veterinary and other services for pets 2015=100,9. RECREATION & CULTURE,9.3. OTHER RECREATIONAL ITEMS AND EQUIPMENT GARDENS AND PETS,9.3.5 Veterinary and other services for pets,09.3.5.0. Veterinary and other services for pets,2015=100
J4X6,CPIH WEIGHTS,09.3.5.0,CPIH WEIGHTS  Veterinary and other services for pets,9. RECREATION & CULTURE,9.3. OTHER RECREATIONAL ITEMS AND EQUIPMENT GARDENS AND PETS,9.3.5 Veterinary and other services for pets,09.3.5.0. Veterinary and other services for pets,
L7HH,CPI INDEX,09.3.5.0,CPI INDEX  Veterinary and other services for pets 2015=100,9. RECREATION & CULTURE,9.3. OTHER RECREATIONAL ITEMS AND EQUIPMENT GARDENS AND PETS,9.3.5 Veterinary and other services for pets,09.3.5.0. Veterinary and other services for pets,2015=100
L7SN,CPI ANNUAL RATE,09.3.5.0,CPI ANNUAL RATE  Veterinary and other services for pets 2015=100,9. RECREATION & CULTURE,9.3. OTHER RECREATIONAL ITEMS AND EQUIPMENT GARDENS AND PETS,9.3.5 Veterinary and other services for pets,09.3.5.0. Veterinary and other services for pets,2015=100
L7ZR,CPI MONTHLY RATE,09.3.5.0,CPI MONTHLY RATE  Veterinary and other services for pets 2015=100,9. RECREATION & CULTURE,9.3. OTHER RECREATIONAL ITEMS AND EQUIPMENT GARDENS AND PETS,9.3.5 Veterinary and other services for pets,09.3.5.0. Veterinary and other services for pets,2015=100
L8D3,CPI WEIGHTS,09.3.5.0,CPI WEIGHTS  Veterinary and other services for pets,9. RECREATION & CULTURE,9.3. OTHER RECREATIONAL ITEMS AND EQUIPMENT GARDENS AND PETS,9.3.5 Veterinary and other services for pets,09.3.5.0. Veterinary and other services for pets,
CJVS,CPI WEIGHTS,09.3,OTHER RECREATIONAL ITEMS AND EQUIPMENT GARDENS AND PETS,9. RECREATION & CULTURE,9.3. OTHER RECREATIONAL ITEMS AND EQUIPMENT GARDENS AND PETS,,,
D7CU,CPI INDEX,09.3,OTHER RECREATIONAL ITEMS AND EQUIPMENT GARDENS & PETS 2015=100,9. RECREATION & CULTURE,9.3. OTHER RECREATIONAL ITEMS AND EQUIPMENT GARDENS AND PETS,,,2015=100
D7H8,CPI ANNUAL RATE,09.3,"Other recreational items, gardens and pets 2015=100",9. RECREATION & CULTURE,9.3. OTHER RECREATIONAL ITEMS AND EQUIPMENT GARDENS AND PETS,,,2015=100
D7KI,CPI MONTHLY RATE,09.3,OTHER RECREATIONAL ITEMS & EQUIP GARDENS & PETS 2015=100,9. RECREATION & CULTURE,9.3. OTHER RECREATIONAL ITEMS AND EQUIPMENT GARDENS AND PETS,,,2015=100
L54R,CPIH INDEX,09.3,OTHER RECREATIONAL ITEMS AND EQUIPMENT GARDENS & PETS 2015=100,9. RECREATION & CULTURE,9.3. OTHER RECREATIONAL ITEMS AND EQUIPMENT GARDENS AND PETS,,,2015=100
L58F,CPIH ANNUAL RATE,09.3,"Other recreational items, gardens and pets 2015=100",9. RECREATION & CULTURE,9.3. OTHER RECREATIONAL ITEMS AND EQUIPMENT GARDENS AND PETS,,,2015=100
L5C3,CPIH MONTHLY RATE,09.3,OTHER RECREATIONAL ITEMS & EQUIP GARDENS & PETS 2015=100,9. RECREATION & CULTURE,9.3. OTHER RECREATIONAL ITEMS AND EQUIPMENT GARDENS AND PETS,,,2015=100
L5FQ,CPIH WEIGHTS,09.3,"OTHER RECREATIONAL ITEMS, GARDENS AND PETS",9. RECREATION & CULTURE,9.3. OTHER RECREATIONAL ITEMS AND EQUIPMENT GARDENS AND PETS,,,
J2UX,CPIH INDEX,09.4.1.1,CPIH INDEX  Recreational and sporting services - Attendance 2015=100,9. RECREATION & CULTURE,9.4. RECREATIONAL AND CULTURAL SERVICES,9.4.1 RECREATIONAL AND SPORTING SERVICES,09.4.1.1. Recreational and sporting services - Attendance,2015=100
J3FH,CPIH ANNUAL RATE,09.4.1.1,CPIH ANNUAL RATE  Recreational and sporting services-Attendance 2015=100,9. RECREATION & CULTURE,9.4. RECREATIONAL AND CULTURAL SERVICES,9.4.1 RECREATIONAL AND SPORTING SERVICES,09.4.1.1. Recreational and sporting services - Attendance,2015=100
J45Y,CPIH MONTHLY RATE,09.4.1.1,CPIH MONTHLY RATE  Recreational and sporting services-Attendance2015=100,9. RECREATION & CULTURE,9.4. RECREATIONAL AND CULTURAL SERVICES,9.4.1 RECREATIONAL AND SPORTING SERVICES,09.4.1.1. Recreational and sporting services - Attendance,2015=100
J4X7,CPIH WEIGHTS,09.4.1.1,CPIH WEIGHTS  Recreational and sporting services - Attendance,9. RECREATION & CULTURE,9.4. RECREATIONAL AND CULTURAL SERVICES,9.4.1 RECREATIONAL AND SPORTING SERVICES,09.4.1.1. Recreational and sporting services - Attendance,
L7HI,CPI INDEX,09.4.1.1,CPI INDEX  Recreational and sporting services - Attendance 2015=100,9. RECREATION & CULTURE,9.4. RECREATIONAL AND CULTURAL SERVICES,9.4.1 RECREATIONAL AND SPORTING SERVICES,09.4.1.1. Recreational and sporting services - Attendance,2015=100
L7SO,CPI ANNUAL RATE,09.4.1.1,CPI ANNUAL RATE  Recreational & sporting services - Attendance 2015=100,9. RECREATION & CULTURE,9.4. RECREATIONAL AND CULTURAL SERVICES,9.4.1 RECREATIONAL AND SPORTING SERVICES,09.4.1.1. Recreational and sporting services - Attendance,2015=100
L7ZS,CPI MONTHLY RATE,09.4.1.1,CPI MONTHLY RATE  Recreational and sporting services Attendance 2015=100,9. RECREATION & CULTURE,9.4. RECREATIONAL AND CULTURAL SERVICES,9.4.1 RECREATIONAL AND SPORTING SERVICES,09.4.1.1. Recreational and sporting services - Attendance,2015=100
L8D4,CPI WEIGHTS,09.4.1.1,CPI WEIGHTS  Recreational and sporting services - Attendance,9. RECREATION & CULTURE,9.4. RECREATIONAL AND CULTURAL SERVICES,9.4.1 RECREATIONAL AND SPORTING SERVICES,09.4.1.1. Recreational and sporting services - Attendance,
J2UY,CPIH INDEX,09.4.1.2,CPIH INDEX  Recreational and sporting services - Participation 2015=100,9. RECREATION & CULTURE,9.4. RECREATIONAL AND CULTURAL SERVICES,9.4.1 RECREATIONAL AND SPORTING SERVICES,09.4.1.2. Recreational and sporting services - Participation,2015=100
J3FI,CPIH ANNUAL RATE,09.4.1.2,CPIH ANNUAL RATE  Recreational & sporting services - Participation 2015=100,9. RECREATION & CULTURE,9.4. RECREATIONAL AND CULTURAL SERVICES,9.4.1 RECREATIONAL AND SPORTING SERVICES,09.4.1.2. Recreational and sporting services - Participation,2015=100
J45Z,CPIH MONTHLY RATE,09.4.1.2,CPIH MONTHLY RATE  Recreational/sporting services-Participation 2015=100,9. RECREATION & CULTURE,9.4. RECREATIONAL AND CULTURAL SERVICES,9.4.1 RECREATIONAL AND SPORTING SERVICES,09.4.1.2. Recreational and sporting services - Participation,2015=100
J4X8,CPIH WEIGHTS,09.4.1.2,CPIH WEIGHTS  Recreational and sporting services - Participation,9. RECREATION & CULTURE,9.4. RECREATIONAL AND CULTURAL SERVICES,9.4.1 RECREATIONAL AND SPORTING SERVICES,09.4.1.2. Recreational and sporting services - Participation,
L7HJ,CPI INDEX,09.4.1.2,CPI INDEX  Recreational and sporting services - Participation 2015=100,9. RECREATION & CULTURE,9.4. RECREATIONAL AND CULTURAL SERVICES,9.4.1 RECREATIONAL AND SPORTING SERVICES,09.4.1.2. Recreational and sporting services - Participation,2015=100
L7SP,CPI ANNUAL RATE,09.4.1.2,CPI ANNUAL RATE  Recreational & sporting services - Participation 2015=100,9. RECREATION & CULTURE,9.4. RECREATIONAL AND CULTURAL SERVICES,9.4.1 RECREATIONAL AND SPORTING SERVICES,09.4.1.2. Recreational and sporting services - Participation,2015=100
L7ZT,CPI MONTHLY RATE,09.4.1.2,CPI MONTHLY RATE  Rec and sporting services - Participation 2015=100,9. RECREATION & CULTURE,9.4. RECREATIONAL AND CULTURAL SERVICES,9.4.1 RECREATIONAL AND SPORTING SERVICES,09.4.1.2. Recreational and sporting services - Participation,2015=100
L8D5,CPI WEIGHTS,09.4.1.2,CPI WEIGHTS  Recreational and sporting services - Participation,9. RECREATION & CULTURE,9.4. RECREATIONAL AND CULTURAL SERVICES,9.4.1 RECREATIONAL AND SPORTING SERVICES,09.4.1.2. Recreational and sporting services - Participation,
L54X,CPIH INDEX,09.4.1,RECREATIONAL AND SPORTING SERVICES 2015=100,9. RECREATION & CULTURE,9.4. RECREATIONAL AND CULTURAL SERVICES,9.4.1 RECREATIONAL AND SPORTING SERVICES,,2015=100
L58L,CPIH ANNUAL RATE,09.4.1,RECREATIONAL AND SPORTING SERVICES 2015=100,9. RECREATION & CULTURE,9.4. RECREATIONAL AND CULTURAL SERVICES,9.4.1 RECREATIONAL AND SPORTING SERVICES,,2015=100
L5C9,CPIH MONTHLY RATE,09.4.1,RECREATIONAL AND SPORTING SERVICES 2015=100,9. RECREATION & CULTURE,9.4. RECREATIONAL AND CULTURAL SERVICES,9.4.1 RECREATIONAL AND SPORTING SERVICES,,2015=100
L5FW,CPIH WEIGHTS,09.4.1,RECREATIONAL AND SPORTING SERVICES,9. RECREATION & CULTURE,9.4. RECREATIONAL AND CULTURAL SERVICES,9.4.1 RECREATIONAL AND SPORTING SERVICES,,
D7FH,CPI INDEX,09.4.1,RECREATIONAL AND SPORTING SERVICES 2015=100,9. RECREATION & CULTURE,9.4. RECREATIONAL AND CULTURAL SERVICES,9.4.1 RECREATIONAL AND SPORTING SERVICES,,2015=100
D7N9,CPI MONTHLY RATE,09.4.1,RECREATIONAL AND SPORTING SERVICES 2015=100,9. RECREATION & CULTURE,9.4. RECREATIONAL AND CULTURAL SERVICES,9.4.1 RECREATIONAL AND SPORTING SERVICES,,2015=100
D7NZ,CPI ANNUAL RATE,09.4.1,RECREATIONAL AND SPORTING SERVICES 2015=100,9. RECREATION & CULTURE,9.4. RECREATIONAL AND CULTURAL SERVICES,9.4.1 RECREATIONAL AND SPORTING SERVICES,,2015=100
ICVR,CPI WEIGHTS,09.4.1,RECREATIONAL AND SPORTING SERVICES,9. RECREATION & CULTURE,9.4. RECREATIONAL AND CULTURAL SERVICES,9.4.1 RECREATIONAL AND SPORTING SERVICES,,
J2UZ,CPIH INDEX,09.4.2.1,"CPIH INDEX  Cinemas, theatres, concerts 2015=100",9. RECREATION & CULTURE,9.4. RECREATIONAL AND CULTURAL SERVICES,9.4.2 CULTURAL SERVICES,"09.4.2.1. Cinemas, theatres, concerts",2015=100
J3FJ,CPIH ANNUAL RATE,09.4.2.1,"CPIH ANNUAL RATE  Cinemas, theatres, concerts 2015=100",9. RECREATION & CULTURE,9.4. RECREATIONAL AND CULTURAL SERVICES,9.4.2 CULTURAL SERVICES,"09.4.2.1. Cinemas, theatres, concerts",2015=100
J463,CPIH MONTHLY RATE,09.4.2.1,"CPIH MONTHLY RATE  Cinemas, theatres, concerts 2015=100",9. RECREATION & CULTURE,9.4. RECREATIONAL AND CULTURAL SERVICES,9.4.2 CULTURAL SERVICES,"09.4.2.1. Cinemas, theatres, concerts",2015=100
J4X9,CPIH WEIGHTS,09.4.2.1,"CPIH WEIGHTS  Cinemas, theatres, concerts",9. RECREATION & CULTURE,9.4. RECREATIONAL AND CULTURAL SERVICES,9.4.2 CULTURAL SERVICES,"09.4.2.1. Cinemas, theatres, concerts",
L7HK,CPI INDEX,09.4.2.1,"CPI INDEX  Cinemas, theatres, concerts 2015=100",9. RECREATION & CULTURE,9.4. RECREATIONAL AND CULTURAL SERVICES,9.4.2 CULTURAL SERVICES,"09.4.2.1. Cinemas, theatres, concerts",2015=100
L7SQ,CPI ANNUAL RATE,09.4.2.1,"CPI ANNUAL RATE  Cinemas, theatres, concerts 2015=100",9. RECREATION & CULTURE,9.4. RECREATIONAL AND CULTURAL SERVICES,9.4.2 CULTURAL SERVICES,"09.4.2.1. Cinemas, theatres, concerts",2015=100
L7ZU,CPI MONTHLY RATE,09.4.2.1,"CPI MONTHLY RATE  Cinemas, theatres, concerts 2015=100",9. RECREATION & CULTURE,9.4. RECREATIONAL AND CULTURAL SERVICES,9.4.2 CULTURAL SERVICES,"09.4.2.1. Cinemas, theatres, concerts",2015=100
L8D6,CPI WEIGHTS,09.4.2.1,"CPI WEIGHTS  Cinemas, theatres, concerts",9. RECREATION & CULTURE,9.4. RECREATIONAL AND CULTURAL SERVICES,9.4.2 CULTURAL SERVICES,"09.4.2.1. Cinemas, theatres, concerts",
J2V2,CPIH INDEX,09.4.2.2,"CPIH INDEX  Museums, libraries, zoological gardens 2015=100",9. RECREATION & CULTURE,9.4. RECREATIONAL AND CULTURAL SERVICES,9.4.2 CULTURAL SERVICES,"09.4.2.2. Museums, libraries, zoological gardens",2015=100
J3FK,CPIH ANNUAL RATE,09.4.2.2,"CPIH ANNUAL RATE  Museums, libraries, zoological gardens 2015=100",9. RECREATION & CULTURE,9.4. RECREATIONAL AND CULTURAL SERVICES,9.4.2 CULTURAL SERVICES,"09.4.2.2. Museums, libraries, zoological gardens",2015=100
J464,CPIH MONTHLY RATE,09.4.2.2,"CPIH MONTHLY RATE  Museums, libraries, zoological gardens 2015=100",9. RECREATION & CULTURE,9.4. RECREATIONAL AND CULTURAL SERVICES,9.4.2 CULTURAL SERVICES,"09.4.2.2. Museums, libraries, zoological gardens",2015=100
J4XA,CPIH WEIGHTS,09.4.2.2,"CPIH WEIGHTS  Museums, libraries, zoological gardens",9. RECREATION & CULTURE,9.4. RECREATIONAL AND CULTURAL SERVICES,9.4.2 CULTURAL SERVICES,"09.4.2.2. Museums, libraries, zoological gardens",
L7HL,CPI INDEX,09.4.2.2,"CPI INDEX  Museums, libraries, zoological gardens 2015=100",9. RECREATION & CULTURE,9.4. RECREATIONAL AND CULTURAL SERVICES,9.4.2 CULTURAL SERVICES,"09.4.2.2. Museums, libraries, zoological gardens",2015=100
L7SR,CPI ANNUAL RATE,09.4.2.2,"CPI ANNUAL RATE  Museums, libraries, zoological gardens 2015=100",9. RECREATION & CULTURE,9.4. RECREATIONAL AND CULTURAL SERVICES,9.4.2 CULTURAL SERVICES,"09.4.2.2. Museums, libraries, zoological gardens",2015=100
L7ZV,CPI MONTHLY RATE,09.4.2.2,"CPI MONTHLY RATE  Museums, libraries, zoological gardens 2015=100",9. RECREATION & CULTURE,9.4. RECREATIONAL AND CULTURAL SERVICES,9.4.2 CULTURAL SERVICES,"09.4.2.2. Museums, libraries, zoological gardens",2015=100
L8D7,CPI WEIGHTS,09.4.2.2,"CPI WEIGHTS  Museums, libraries, zoological gardens",9. RECREATION & CULTURE,9.4. RECREATIONAL AND CULTURAL SERVICES,9.4.2 CULTURAL SERVICES,"09.4.2.2. Museums, libraries, zoological gardens",
J2V3,CPIH INDEX,09.4.2.3,"CPIH INDEX  Television and radio licence fees, subscriptions 2015=100",9. RECREATION & CULTURE,9.4. RECREATIONAL AND CULTURAL SERVICES,9.4.2 CULTURAL SERVICES,"09.4.2.3. Television and radio licence fees, subscriptions",2015=100
J3FL,CPIH ANNUAL RATE,09.4.2.3,"CPIH ANNUAL RATE  Television and radio licence fees, subscriptions",9. RECREATION & CULTURE,9.4. RECREATIONAL AND CULTURAL SERVICES,9.4.2 CULTURAL SERVICES,"09.4.2.3. Television and radio licence fees, subscriptions",
J465,CPIH MONTHLY RATE,09.4.2.3,"CPIH MONTHLY RATE  Television and radio licence fees, subscriptions",9. RECREATION & CULTURE,9.4. RECREATIONAL AND CULTURAL SERVICES,9.4.2 CULTURAL SERVICES,"09.4.2.3. Television and radio licence fees, subscriptions",
J4XB,CPIH WEIGHTS,09.4.2.3,"CPIH WEIGHTS  Television and radio licence fees, subscriptions",9. RECREATION & CULTURE,9.4. RECREATIONAL AND CULTURAL SERVICES,9.4.2 CULTURAL SERVICES,"09.4.2.3. Television and radio licence fees, subscriptions",
L7HM,CPI INDEX,09.4.2.3,"CPI INDEX  Television and radio licence fees, subscriptions 2015=100",9. RECREATION & CULTURE,9.4. RECREATIONAL AND CULTURAL SERVICES,9.4.2 CULTURAL SERVICES,"09.4.2.3. Television and radio licence fees, subscriptions",2015=100
L7SS,CPI ANNUAL RATE,09.4.2.3,"CPI ANNUAL RATE  Television & radio licence fees, subscriptions 2015=100",9. RECREATION & CULTURE,9.4. RECREATIONAL AND CULTURAL SERVICES,9.4.2 CULTURAL SERVICES,"09.4.2.3. Television and radio licence fees, subscriptions",2015=100
L7ZW,CPI MONTHLY RATE,09.4.2.3,"CPI MONTHLY RATE  Television and radio licence fees, subs 2015=100",9. RECREATION & CULTURE,9.4. RECREATIONAL AND CULTURAL SERVICES,9.4.2 CULTURAL SERVICES,"09.4.2.3. Television and radio licence fees, subscriptions",2015=100
L8D8,CPI WEIGHTS,09.4.2.3,"CPI WEIGHTS  Television and radio licence fees, subscriptions",9. RECREATION & CULTURE,9.4. RECREATIONAL AND CULTURAL SERVICES,9.4.2 CULTURAL SERVICES,"09.4.2.3. Television and radio licence fees, subscriptions",
J2V4,CPIH INDEX,09.4.2.4,CPIH INDEX  Hire of equipment and accessories for culture 2015=100,9. RECREATION & CULTURE,9.4. RECREATIONAL AND CULTURAL SERVICES,9.4.2 CULTURAL SERVICES,09.4.2.4. Hire of equipment and accessories for culture,2015=100
J3FM,CPIH ANNUAL RATE,09.4.2.4,CPIH ANNUAL RATE  Hire of equipment and accessories for culture 2015=100,9. RECREATION & CULTURE,9.4. RECREATIONAL AND CULTURAL SERVICES,9.4.2 CULTURAL SERVICES,09.4.2.4. Hire of equipment and accessories for culture,2015=100
J466,CPIH MONTHLY RATE,09.4.2.4,CPIH MONTHLY RATE  Hire of equipment and accessories for culture2015=100,9. RECREATION & CULTURE,9.4. RECREATIONAL AND CULTURAL SERVICES,9.4.2 CULTURAL SERVICES,09.4.2.4. Hire of equipment and accessories for culture,2015=100
J4XC,CPIH WEIGHTS,09.4.2.4,CPIH WEIGHTS  Hire of equipment and accessories for culture,9. RECREATION & CULTURE,9.4. RECREATIONAL AND CULTURAL SERVICES,9.4.2 CULTURAL SERVICES,09.4.2.4. Hire of equipment and accessories for culture,
L7HN,CPI INDEX,09.4.2.4,CPI INDEX  Hire of equipment and accessories for culture 2015=100,9. RECREATION & CULTURE,9.4. RECREATIONAL AND CULTURAL SERVICES,9.4.2 CULTURAL SERVICES,09.4.2.4. Hire of equipment and accessories for culture,2015=100
L7ST,CPI ANNUAL RATE,09.4.2.4,CPI ANNUAL RATE  Hire of equipment and accessories for culture 2015=100,9. RECREATION & CULTURE,9.4. RECREATIONAL AND CULTURAL SERVICES,9.4.2 CULTURAL SERVICES,09.4.2.4. Hire of equipment and accessories for culture,2015=100
L7ZX,CPI MONTHLY RATE,09.4.2.4,CPI MONTHLY RATE  Hire of equipment and accessories for culture 2015=100,9. RECREATION & CULTURE,9.4. RECREATIONAL AND CULTURAL SERVICES,9.4.2 CULTURAL SERVICES,09.4.2.4. Hire of equipment and accessories for culture,2015=100
L8D9,CPI WEIGHTS,09.4.2.4,CPI WEIGHTS  Hire of equipment and accessories for culture,9. RECREATION & CULTURE,9.4. RECREATIONAL AND CULTURAL SERVICES,9.4.2 CULTURAL SERVICES,09.4.2.4. Hire of equipment and accessories for culture,
J2V5,CPIH INDEX,09.4.2.5,CPIH INDEX  Photographic services 2015=100,9. RECREATION & CULTURE,9.4. RECREATIONAL AND CULTURAL SERVICES,9.4.2 CULTURAL SERVICES,09.4.2.5. Photographic services,2015=100
J3FN,CPIH ANNUAL RATE,09.4.2.5,CPIH ANNUAL RATE  Photographic services 2015=100,9. RECREATION & CULTURE,9.4. RECREATIONAL AND CULTURAL SERVICES,9.4.2 CULTURAL SERVICES,09.4.2.5. Photographic services,2015=100
J469,CPIH MONTHLY RATE,09.4.2.5,CPIH MONTHLY RATE  Photographic services 2015=100,9. RECREATION & CULTURE,9.4. RECREATIONAL AND CULTURAL SERVICES,9.4.2 CULTURAL SERVICES,09.4.2.5. Photographic services,2015=100
J4XD,CPIH WEIGHTS,09.4.2.5,CPIH WEIGHTS  Photographic services,9. RECREATION & CULTURE,9.4. RECREATIONAL AND CULTURAL SERVICES,9.4.2 CULTURAL SERVICES,09.4.2.5. Photographic services,
L7HO,CPI INDEX,09.4.2.5,CPI INDEX  Photographic services 2015=100,9. RECREATION & CULTURE,9.4. RECREATIONAL AND CULTURAL SERVICES,9.4.2 CULTURAL SERVICES,09.4.2.5. Photographic services,2015=100
L7SU,CPI ANNUAL RATE,09.4.2.5,CPI ANNUAL RATE  Photographic services 2015=100,9. RECREATION & CULTURE,9.4. RECREATIONAL AND CULTURAL SERVICES,9.4.2 CULTURAL SERVICES,09.4.2.5. Photographic services,2015=100
L7ZY,CPI MONTHLY RATE,09.4.2.5,CPI MONTHLY RATE  Photographic services 2015=100,9. RECREATION & CULTURE,9.4. RECREATIONAL AND CULTURAL SERVICES,9.4.2 CULTURAL SERVICES,09.4.2.5. Photographic services,2015=100
L8DA,CPI WEIGHTS,09.4.2.5,CPI WEIGHTS  Photographic services,9. RECREATION & CULTURE,9.4. RECREATIONAL AND CULTURAL SERVICES,9.4.2 CULTURAL SERVICES,09.4.2.5. Photographic services,
L54Y,CPIH INDEX,09.4.2,CULTURAL SERVICES 2015=100,9. RECREATION & CULTURE,9.4. RECREATIONAL AND CULTURAL SERVICES,9.4.2 CULTURAL SERVICES,,2015=100
L58M,CPIH ANNUAL RATE,09.4.2,CULTURAL SERVICES 2015=100,9. RECREATION & CULTURE,9.4. RECREATIONAL AND CULTURAL SERVICES,9.4.2 CULTURAL SERVICES,,2015=100
L5CA,CPIH MONTHLY RATE,09.4.2,CULTURAL SERVICES 2015=100,9. RECREATION & CULTURE,9.4. RECREATIONAL AND CULTURAL SERVICES,9.4.2 CULTURAL SERVICES,,2015=100
L5FX,CPIH WEIGHTS,09.4.2,CULTURAL SERVICES,9. RECREATION & CULTURE,9.4. RECREATIONAL AND CULTURAL SERVICES,9.4.2 CULTURAL SERVICES,,
D7FI,CPI INDEX,09.4.2,CULTURAL SERVICES 2015=100,9. RECREATION & CULTURE,9.4. RECREATIONAL AND CULTURAL SERVICES,9.4.2 CULTURAL SERVICES,,2015=100
D7NA,CPI MONTHLY RATE,09.4.2,CULTURAL SERVICES 2015=100,9. RECREATION & CULTURE,9.4. RECREATIONAL AND CULTURAL SERVICES,9.4.2 CULTURAL SERVICES,,2015=100
D7O2,CPI ANNUAL RATE,09.4.2,CULTURAL SERVICES 2015=100,9. RECREATION & CULTURE,9.4. RECREATIONAL AND CULTURAL SERVICES,9.4.2 CULTURAL SERVICES,,2015=100
ICVS,CPI WEIGHTS,09.4.2,CULTURAL SERVICES,9. RECREATION & CULTURE,9.4. RECREATIONAL AND CULTURAL SERVICES,9.4.2 CULTURAL SERVICES,,
CJVT,CPI WEIGHTS,09.4,RECREATIONAL AND CULTURAL SERVICES,9. RECREATION & CULTURE,9.4. RECREATIONAL AND CULTURAL SERVICES,,,
D7CV,CPI INDEX,09.4,RECREATIONAL AND CULTURAL SERVICES 2015=100,9. RECREATION & CULTURE,9.4. RECREATIONAL AND CULTURAL SERVICES,,,2015=100
D7H9,CPI ANNUAL RATE,09.4,RECREATIONAL AND CULTURAL SERVICES 2015=100,9. RECREATION & CULTURE,9.4. RECREATIONAL AND CULTURAL SERVICES,,,2015=100
D7KJ,CPI MONTHLY RATE,09.4,RECREATIONAL AND CULTURAL SERVICES 2015=100,9. RECREATION & CULTURE,9.4. RECREATIONAL AND CULTURAL SERVICES,,,2015=100
L54W,CPIH INDEX,09.4,RECREATIONAL AND CULTURAL SERVICES 2015=100,9. RECREATION & CULTURE,9.4. RECREATIONAL AND CULTURAL SERVICES,,,2015=100
L58K,CPIH ANNUAL RATE,09.4,RECREATIONAL AND CULTURAL SERVICES 2015=100,9. RECREATION & CULTURE,9.4. RECREATIONAL AND CULTURAL SERVICES,,,2015=100
L5C8,CPIH MONTHLY RATE,09.4,RECREATIONAL AND CULTURAL SERVICES 2015=100,9. RECREATION & CULTURE,9.4. RECREATIONAL AND CULTURAL SERVICES,,,2015=100
L5FV,CPIH WEIGHTS,09.4,RECREATIONAL AND CULTURAL SERVICES,9. RECREATION & CULTURE,9.4. RECREATIONAL AND CULTURAL SERVICES,,,
J2V6,CPIH INDEX,09.5.1.1,CPIH INDEX  Fiction books 2015=100,9. RECREATION & CULTURE,"9.5. Books, newspapers and stationery",9.5.1 BOOKS,09.5.1.1. Fiction books,2015=100
J3FO,CPIH ANNUAL RATE,09.5.1.1,CPIH ANNUAL RATE  Fiction books 2015=100,9. RECREATION & CULTURE,"9.5. Books, newspapers and stationery",9.5.1 BOOKS,09.5.1.1. Fiction books,2015=100
J46D,CPIH MONTHLY RATE,09.5.1.1,CPIH MONTHLY RATE  Fiction books 2015=100,9. RECREATION & CULTURE,"9.5. Books, newspapers and stationery",9.5.1 BOOKS,09.5.1.1. Fiction books,2015=100
J4XE,CPIH WEIGHTS,09.5.1.1,CPIH WEIGHTS  Fiction books,9. RECREATION & CULTURE,"9.5. Books, newspapers and stationery",9.5.1 BOOKS,09.5.1.1. Fiction books,
L7HR,CPI INDEX,09.5.1.1,CPI INDEX  Fiction books 2015=100,9. RECREATION & CULTURE,"9.5. Books, newspapers and stationery",9.5.1 BOOKS,09.5.1.1. Fiction books,2015=100
L7SV,CPI ANNUAL RATE,09.5.1.1,CPI ANNUAL RATE  Fiction books 2015=100,9. RECREATION & CULTURE,"9.5. Books, newspapers and stationery",9.5.1 BOOKS,09.5.1.1. Fiction books,2015=100
L7ZZ,CPI MONTHLY RATE,09.5.1.1,CPI MONTHLY RATE  Fiction books 2015=100,9. RECREATION & CULTURE,"9.5. Books, newspapers and stationery",9.5.1 BOOKS,09.5.1.1. Fiction books,2015=100
L8DB,CPI WEIGHTS,09.5.1.1,CPI WEIGHTS  Fiction books,9. RECREATION & CULTURE,"9.5. Books, newspapers and stationery",9.5.1 BOOKS,09.5.1.1. Fiction books,
J2V7,CPIH INDEX,09.5.1.3,CPIH INDEX  Other non-fiction books 2015=100,9. RECREATION & CULTURE,"9.5. Books, newspapers and stationery",9.5.1 BOOKS,09.5.1.3. Other non-fiction books,2015=100
J3FP,CPIH ANNUAL RATE,09.5.1.3,CPIH ANNUAL RATE  Other non-fiction books 2015=100,9. RECREATION & CULTURE,"9.5. Books, newspapers and stationery",9.5.1 BOOKS,09.5.1.3. Other non-fiction books,2015=100
